date,country,continent,confirmed_cases,deaths,recovered,tests_done,vaccinations
2020-11-03 15:00:00,India,Asia,105887.0,6051.0,3796.0,772446.0,726431.0
2020-04-01 02:00:00,Russia,Europe,202668.0,17194.0,155196.0,842541.0,229603.0
2021-02-07 08:00:00,Germany,Europe,26547.0,11176.0,186300.0,838064.0,882232.0
2020-11-06 18:00:00,Spain,Europe,68531.0,11991.0,53883.0,638428.0,779851.0
2020-10-03 10:00:00,India,Asia,498886.0,15933.0,201186.0,390435.0,828292.0
2020-09-25 13:00:00,Italy,Europe,304136.0,2838.0,269690.0,760987.0,750406.0
2020-09-14 06:00:00,India,Asia,478917.0,3573.0,129459.0,787326.0,674049.0
2020-10-21 16:00:00,Germany,Europe,116775.0,19887.0,151305.0,777312.0,497636.1590135177
2020-01-20 09:00:00,China,Asia,158731.0,10262.0,110230.0,212554.0,530935.0
2020-12-14 05:00:00,Italy,Europe,149151.0,19137.0,199789.3743552713,286310.0,604861.0
2020-01-31 14:00:00,France,Europe,207627.0,11329.0,304639.0,850789.0,483821.0
2020-08-23 15:00:00,USA,North America,102770.0,16860.0,199789.3743552713,935714.0,374774.0
2020-01-13 19:00:00,UK,Europe,498149.0,2470.0,195422.0,229023.0,497636.1590135177
2020-03-12 09:00:00,USA,North America,319644.0,9463.0,347875.0,846992.0,292645.0
2020-06-08 19:00:00,Germany,Europe,479579.0,8890.0,247135.0,267791.0,650236.0
2020-04-24 10:00:00,Russia,Europe,162818.0,18599.0,252622.0,809646.0,705854.0
2021-02-16 02:00:00,Russia,Europe,136485.0,6989.0,199789.3743552713,508584.0887421319,815540.0
2021-01-19 12:00:00,China,Asia,270311.0,8453.0,113766.0,847481.0,282649.0
2020-10-17 11:00:00,China,Asia,12937.0,14863.0,138468.0,585939.0,80195.0
2020-03-29 20:00:00,USA,North America,156270.0,6307.0,60631.0,597797.0,845155.0
2020-12-12 14:00:00,USA,North America,260114.0,15055.0,50420.0,678254.0,825501.0
2020-04-28 21:00:00,Italy,Europe,331254.0,15807.0,58081.0,797293.0,901829.0
2020-01-15 13:00:00,USA,North America,32543.0,7925.0,70031.0,488843.0,152505.0
2020-05-20 04:00:00,Germany,Europe,78590.0,15029.0,235493.0,599346.0,741010.0
2020-12-23 12:00:00,Russia,Europe,370266.0,16884.0,387914.0,220725.0,908299.0
2020-11-24 10:00:00,Germany,Europe,394079.0,13935.0,113045.0,229945.0,749032.0
2020-03-08 15:00:00,Germany,Europe,460655.0,15357.0,202899.0,510952.0,201112.0
2020-01-11 05:00:00,Italy,Europe,252862.0,16246.0,305337.0,337245.0,945772.0
2020-11-05 20:00:00,USA,North America,356961.0,12166.0,199789.3743552713,62938.0,137417.0
2020-01-24 19:00:00,China,Asia,466246.0,5200.0,19944.0,638990.0,718789.0
2020-12-04 15:00:00,France,Europe,321064.0,15498.0,261724.0,872281.0,919900.0
2021-01-15 09:00:00,China,Asia,472398.0,10145.634148859295,286946.0,785905.0,790590.0
2020-09-24 06:00:00,UK,Europe,39023.0,14408.0,237616.0,119940.0,955472.0
2021-02-11 21:00:00,Spain,Europe,374684.0,14420.0,144299.0,45240.0,242432.0
2020-07-20 00:00:00,USA,North America,453885.0,7669.0,301492.0,498864.0,390400.0
2020-09-01 21:00:00,UK,Europe,216223.0,15068.0,172542.0,927590.0,400012.0
2021-01-15 21:00:00,UK,Europe,360372.0,13264.0,350613.0,682979.0,636044.0
2020-09-28 15:00:00,Spain,Europe,359651.0,17938.0,107369.0,753158.0,584912.0
2020-08-27 01:00:00,Russia,Europe,110551.0,15987.0,322305.0,103992.0,364564.0
2020-01-07 09:00:00,Italy,Europe,329205.0,15436.0,334130.0,342185.0,118525.0
2020-12-08 10:00:00,China,Asia,372384.0,16602.0,153458.0,488113.0,200257.0
2020-08-11 23:00:00,USA,North America,462753.0,6227.0,327944.0,508584.0887421319,39163.0
2020-05-28 11:00:00,China,Asia,452201.0,434.0,135404.0,566347.0,974117.0
2020-10-23 01:00:00,China,Asia,173074.0,10145.634148859295,184778.0,354075.0,363716.0
2020-10-25 04:00:00,USA,North America,14281.0,10095.0,184989.0,567447.0,581434.0
2020-02-08 10:00:00,Russia,Europe,474830.0,19818.0,246763.0,175599.0,888971.0
2020-11-15 13:00:00,Germany,Europe,241851.0,3769.0,192054.0,451190.0,908472.0
2020-07-29 03:00:00,Germany,Europe,280444.0,16037.0,367733.0,762177.0,406312.0
2020-10-03 03:00:00,India,Asia,249894.0,13887.0,19546.0,62676.0,268744.0
2020-01-17 20:00:00,Germany,Europe,442602.0,3878.0,321067.0,748374.0,31087.0
2020-10-08 02:00:00,Brazil,South America,289965.0,19177.0,394726.0,213682.0,329244.0
2020-09-22 21:00:00,France,Europe,160104.0,10415.0,139583.0,596098.0,413666.0
2020-01-26 05:00:00,Spain,Europe,441916.0,17046.0,129024.0,144254.0,421230.0
2020-08-06 19:00:00,France,Europe,474381.0,15430.0,4847.0,761117.0,73239.0
2020-06-07 21:00:00,India,Asia,339657.0,13103.0,154524.0,56850.0,934356.0
2020-10-14 05:00:00,Germany,Europe,255217.0,18642.0,44188.0,490062.0,468429.0
2020-07-26 20:00:00,UK,Europe,96453.0,10145.634148859295,201275.0,421993.0,288362.0
2020-10-08 05:00:00,Russia,Europe,161017.0,12416.0,69451.0,6842.0,485610.0
2020-08-25 14:00:00,China,Asia,130514.0,10145.634148859295,165088.0,615805.0,427258.0
2020-12-08 08:00:00,Brazil,South America,14071.0,15229.0,70734.0,392426.0,840348.0
2020-08-19 23:00:00,Germany,Europe,33939.0,4690.0,6680.0,486633.0,361915.0
2020-10-04 19:00:00,USA,North America,375033.0,19668.0,113145.0,792895.0,820627.0
2021-01-25 19:00:00,China,Asia,221646.0,16579.0,229942.0,653450.0,53227.0
2020-10-14 07:00:00,Brazil,South America,384382.0,19126.0,275640.0,661285.0,859948.0
2020-07-30 13:00:00,India,Asia,408275.0,9472.0,323215.0,84419.0,680527.0
2021-02-16 05:00:00,China,Asia,66778.0,10145.634148859295,302850.0,755906.0,700021.0
2021-01-24 21:00:00,India,Asia,112666.0,7582.0,181862.0,879732.0,503239.0
2020-04-29 06:00:00,Russia,Europe,427345.0,12827.0,28568.0,843837.0,201675.0
2020-02-14 11:00:00,France,Europe,379028.0,19947.0,295554.0,469004.0,909448.0
2020-02-15 10:00:00,USA,North America,271251.0,10145.634148859295,148192.0,608492.0,444812.0
2020-10-15 02:00:00,USA,North America,483843.0,5927.0,234329.0,170404.0,497636.1590135177
2020-08-25 23:00:00,France,Europe,249052.66267547483,13472.0,64694.0,843458.0,113015.0
2020-07-29 13:00:00,China,Asia,194110.0,11622.0,394956.0,704165.0,843583.0
2020-02-13 11:00:00,Spain,Europe,464952.0,148.0,308302.0,752380.0,950510.0
2020-06-26 20:00:00,Italy,Europe,2631.0,11646.0,28544.0,835353.0,565068.0
2020-02-09 13:00:00,Brazil,South America,41190.0,6338.0,205342.0,687611.0,904405.0
2020-06-05 14:00:00,India,Asia,357491.0,5149.0,174758.0,742006.0,243161.0
2020-07-09 21:00:00,UK,Europe,464165.0,9892.0,240877.0,672999.0,798489.0
2020-09-17 15:00:00,UK,Europe,298388.0,13350.0,372956.0,439833.0,645499.0
2021-02-09 05:00:00,USA,North America,265620.0,14635.0,132937.0,153035.0,127634.0
2020-09-04 05:00:00,China,Asia,312282.0,2367.0,210409.0,976555.0,175340.0
2020-12-10 20:00:00,Brazil,South America,493466.0,3363.0,214349.0,425693.0,483184.0
2021-02-12 07:00:00,Spain,Europe,490544.0,4847.0,287412.0,284641.0,856688.0
2020-03-27 21:00:00,Russia,Europe,414472.0,18545.0,282896.0,229973.0,497636.1590135177
2020-08-08 08:00:00,Spain,Europe,3512.0,18580.0,375805.0,328510.0,891670.0
2021-01-15 11:00:00,USA,North America,389336.0,8032.0,306043.0,993830.0,368842.0
2020-12-07 04:00:00,USA,North America,136692.0,19439.0,57115.0,283546.0,853043.0
2020-04-14 10:00:00,Russia,Europe,259820.0,8787.0,386002.0,487575.0,441902.0
2020-12-20 07:00:00,France,Europe,248792.0,2260.0,309505.0,690674.0,345686.0
2020-01-14 23:00:00,Brazil,South America,55486.0,11366.0,196868.0,362249.0,76554.0
2020-05-18 23:00:00,Russia,Europe,321220.0,10145.634148859295,199789.3743552713,665738.0,26738.0
2020-04-03 02:00:00,Brazil,South America,123649.0,10114.0,165556.0,349828.0,415848.0
2021-01-01 07:00:00,China,Asia,205714.0,17551.0,129057.0,791796.0,800566.0
2020-11-19 11:00:00,India,Asia,387167.0,16439.0,60293.0,21345.0,735367.0
2020-05-20 09:00:00,Spain,Europe,349355.0,19851.0,323810.0,315090.0,554567.0
2020-06-26 13:00:00,Germany,Europe,50547.0,9670.0,147577.0,8168.0,278785.0
2020-06-13 22:00:00,USA,North America,110893.0,8222.0,234727.0,251758.0,866380.0
2020-01-29 12:00:00,China,Asia,407395.0,6668.0,385052.0,137812.0,697202.0
2020-08-06 04:00:00,Brazil,South America,218850.0,14637.0,158302.0,3093.0,497636.1590135177
2020-12-17 15:00:00,India,Asia,72035.0,10145.634148859295,7370.0,636741.0,762275.0
2020-07-23 10:00:00,India,Asia,2024.0,3590.0,376371.0,50448.0,396420.0
2020-12-01 01:00:00,France,Europe,371513.0,8272.0,267755.0,565958.0,102291.0
2020-05-19 22:00:00,USA,North America,216746.0,16411.0,215676.0,459943.0,203945.0
2020-07-13 19:00:00,Italy,Europe,439835.0,3331.0,144833.0,163723.0,77507.0
2020-02-27 04:00:00,Spain,Europe,4646.0,5502.0,21497.0,703941.0,569020.0
2020-05-20 10:00:00,Italy,Europe,431838.0,6964.0,108987.0,514218.0,260479.0
2020-10-03 14:00:00,Russia,Europe,249052.66267547483,16303.0,216470.0,431403.0,539671.0
2020-06-23 06:00:00,Russia,Europe,94182.0,11955.0,108312.0,20706.0,792561.0
2020-03-28 05:00:00,Spain,Europe,16191.0,5324.0,294820.0,339107.0,723796.0
2020-06-01 03:00:00,Brazil,South America,348222.0,1522.0,94805.0,315904.0,136082.0
2020-10-23 04:00:00,USA,North America,249052.66267547483,19324.0,71605.0,519857.0,898619.0
2020-08-27 20:00:00,Spain,Europe,331324.0,10145.634148859295,238204.0,346913.0,327169.0
2020-03-15 21:00:00,Spain,Europe,4861.0,15321.0,204819.0,183933.0,482219.0
2020-08-26 20:00:00,Brazil,South America,449360.0,5268.0,198354.0,155776.0,308931.0
2020-02-04 00:00:00,Italy,Europe,108199.0,15029.0,97186.0,29867.0,979600.0
2020-07-01 17:00:00,Germany,Europe,16488.0,6762.0,198589.0,557347.0,626893.0
2020-01-16 03:00:00,Germany,Europe,471058.0,12534.0,135233.0,990985.0,6251.0
2020-09-05 04:00:00,Russia,Europe,401099.0,16128.0,161639.0,113500.0,662029.0
2020-04-13 08:00:00,Spain,Europe,216311.0,9989.0,206120.0,847362.0,755283.0
2020-06-08 18:00:00,Russia,Europe,402854.0,12436.0,368733.0,256189.0,340745.0
2020-01-10 10:00:00,Brazil,South America,188489.0,5594.0,159135.0,549840.0,871602.0
2020-04-02 22:00:00,USA,North America,460221.0,160.0,102613.0,866555.0,669944.0
2020-04-13 00:00:00,Germany,Europe,225295.0,8050.0,285087.0,69128.0,319737.0
2020-05-28 15:00:00,Italy,Europe,248123.0,13603.0,277233.0,305168.0,195394.0
2020-06-04 10:00:00,Brazil,South America,113566.0,19729.0,158393.0,553187.0,207815.0
2020-03-21 15:00:00,Italy,Europe,206096.0,11298.0,213214.0,508584.0887421319,442025.0
2020-05-03 21:00:00,China,Asia,209485.0,18932.0,244035.0,432595.0,497636.1590135177
2021-01-21 06:00:00,Brazil,South America,246765.0,15289.0,114050.0,219590.0,588460.0
2020-02-25 16:00:00,USA,North America,116251.0,19724.0,282172.0,749742.0,23670.0
2020-09-22 02:00:00,India,Asia,456339.0,9684.0,27623.0,37982.0,849359.0
2020-08-06 06:00:00,Spain,Europe,162767.0,5391.0,41920.0,994344.0,647167.0
2020-06-19 15:00:00,Brazil,South America,258815.0,598.0,341507.0,836537.0,473318.0
2020-04-13 05:00:00,Russia,Europe,264323.0,10145.634148859295,244084.0,101051.0,880513.0
2020-01-14 09:00:00,France,Europe,161929.0,3405.0,207271.0,503762.0,712538.0
2020-10-22 16:00:00,India,Asia,87844.0,3347.0,377750.0,351166.0,674455.0
2020-12-04 00:00:00,France,Europe,165201.0,9379.0,378652.0,5179.0,742569.0
2020-05-06 19:00:00,UK,Europe,278494.0,1927.0,199789.3743552713,782640.0,536682.0
2020-02-29 01:00:00,Italy,Europe,241121.0,16415.0,72306.0,215905.0,108873.0
2020-06-04 12:00:00,India,Asia,456299.0,4604.0,7636.0,768890.0,7489.0
2020-06-24 13:00:00,Spain,Europe,260038.0,7256.0,215378.0,786652.0,312309.0
2020-02-23 19:00:00,Spain,Europe,246052.0,5243.0,285811.0,752917.0,791134.0
2020-09-27 00:00:00,UK,Europe,200741.0,4075.0,114619.0,32893.0,260996.0
2020-03-08 13:00:00,France,Europe,26325.0,13740.0,91975.0,532125.0,969854.0
2020-07-17 22:00:00,Germany,Europe,146246.0,11862.0,132685.0,508584.0887421319,563187.0
2020-06-17 15:00:00,France,Europe,171955.0,5123.0,292884.0,455302.0,459935.0
2020-03-07 10:00:00,Spain,Europe,226293.0,5442.0,349511.0,85521.0,334256.0
2020-05-01 19:00:00,India,Asia,375855.0,9940.0,289094.0,414529.0,305425.0
2020-12-19 03:00:00,Italy,Europe,111145.0,2803.0,207976.0,146470.0,129513.0
2020-11-19 01:00:00,Russia,Europe,302606.0,16938.0,47462.0,606750.0,623064.0
2020-08-05 16:00:00,Brazil,South America,355505.0,7097.0,116151.0,809777.0,26834.0
2020-05-09 01:00:00,UK,Europe,158502.0,19754.0,149553.0,808261.0,67659.0
2021-01-20 19:00:00,Italy,Europe,475514.0,15707.0,229603.0,330307.0,497636.1590135177
2021-01-12 18:00:00,India,Asia,493936.0,2904.0,114153.0,8064.0,7120.0
2020-05-06 22:00:00,Russia,Europe,341653.0,8457.0,66629.0,966383.0,552137.0
2020-04-18 13:00:00,UK,Europe,189016.0,5609.0,150410.0,723311.0,286865.0
2020-07-01 12:00:00,UK,Europe,252051.0,6761.0,151118.0,983390.0,775951.0
2020-06-24 03:00:00,China,Asia,317384.0,9757.0,166573.0,912368.0,800089.0
2020-03-20 02:00:00,Russia,Europe,219478.0,14661.0,304859.0,268030.0,682745.0
2020-05-26 13:00:00,Germany,Europe,128771.0,8689.0,162394.0,307780.0,849186.0
2020-10-22 17:00:00,France,Europe,248139.0,1986.0,201443.0,508584.0887421319,497636.1590135177
2020-03-20 07:00:00,France,Europe,330048.0,2966.0,65669.0,206000.0,400636.0
2020-01-24 05:00:00,France,Europe,441913.0,18276.0,361175.0,379225.0,257010.0
2020-02-19 01:00:00,Italy,Europe,420641.0,18947.0,244280.0,533723.0,948717.0
2020-04-15 00:00:00,Germany,Europe,102466.0,9265.0,294768.0,85520.0,568838.0
2020-12-04 06:00:00,USA,North America,95614.0,10145.634148859295,167257.0,844441.0,898330.0
2020-10-06 10:00:00,Spain,Europe,249052.66267547483,15856.0,147558.0,656276.0,187835.0
2020-03-27 20:00:00,USA,North America,68602.0,14662.0,137335.0,394327.0,202017.0
2020-04-19 05:00:00,India,Asia,249052.66267547483,16491.0,8187.0,46944.0,147953.0
2020-06-29 13:00:00,UK,Europe,336299.0,11057.0,396356.0,77156.0,625154.0
2020-10-27 10:00:00,UK,Europe,270187.0,14693.0,295529.0,174218.0,75877.0
2020-11-13 18:00:00,France,Europe,154731.0,10145.634148859295,177086.0,821684.0,12984.0
2020-12-16 01:00:00,Italy,Europe,471358.0,8603.0,201134.0,973082.0,900535.0
2020-05-02 19:00:00,France,Europe,276469.0,5257.0,216653.0,888428.0,773931.0
2021-01-14 13:00:00,Italy,Europe,182506.0,3832.0,212912.0,870476.0,149363.0
2021-02-19 09:00:00,India,Asia,792.0,4527.0,4991.0,508584.0887421319,476242.0
2020-02-05 01:00:00,Spain,Europe,425658.0,16448.0,306422.0,49430.0,526668.0
2021-02-11 04:00:00,Germany,Europe,249052.66267547483,4628.0,125334.0,872360.0,759245.0
2020-02-12 04:00:00,Germany,Europe,442626.0,3576.0,168879.0,26634.0,706067.0
2020-06-03 17:00:00,China,Asia,3743.0,13017.0,314676.0,859365.0,901561.0
2020-01-30 02:00:00,USA,North America,214275.0,693.0,137858.0,363798.0,39980.0
2020-06-01 05:00:00,Italy,Europe,119894.0,1739.0,155826.0,789902.0,990888.0
2021-01-21 00:00:00,USA,North America,245869.0,15925.0,220615.0,674016.0,486443.0
2020-01-14 16:00:00,India,Asia,319753.0,18011.0,348097.0,340453.0,636919.0
2021-02-18 19:00:00,UK,Europe,317477.0,2533.0,103318.0,397457.0,497636.1590135177
2020-01-30 21:00:00,India,Asia,242718.0,4721.0,343575.0,182713.0,731235.0
2020-12-17 19:00:00,Brazil,South America,224320.0,14986.0,308865.0,706707.0,497636.1590135177
2021-02-12 03:00:00,France,Europe,456275.0,3706.0,371868.0,201667.0,414077.0
2020-04-26 12:00:00,France,Europe,447166.0,16455.0,216265.0,385969.0,376563.0
2021-01-08 13:00:00,Brazil,South America,87507.0,11175.0,53675.0,508584.0887421319,968897.0
2020-08-21 19:00:00,USA,North America,11094.0,4719.0,229065.0,508584.0887421319,411832.0
2021-02-03 08:00:00,Russia,Europe,248053.0,10884.0,95363.0,78345.0,497636.1590135177
2020-04-22 16:00:00,India,Asia,435413.0,18543.0,159827.0,693106.0,324738.0
2020-02-26 12:00:00,France,Europe,370707.0,14451.0,368298.0,918651.0,981790.0
2020-04-09 11:00:00,Brazil,South America,459482.0,18755.0,325911.0,394904.0,728428.0
2021-01-06 10:00:00,UK,Europe,395668.0,19727.0,311534.0,725187.0,298380.0
2020-06-29 22:00:00,USA,North America,192408.0,12043.0,18580.0,111558.0,303740.0
2020-06-09 17:00:00,UK,Europe,53276.0,19913.0,245948.0,505556.0,324310.0
2020-06-10 16:00:00,Spain,Europe,111186.0,15669.0,167102.0,938023.0,110914.0
2020-10-11 07:00:00,Germany,Europe,241871.0,11130.0,208884.0,508584.0887421319,116552.0
2020-11-12 00:00:00,Italy,Europe,124541.0,12763.0,143260.0,16037.0,502604.0
2020-04-10 15:00:00,UK,Europe,337109.0,123.0,151098.0,869528.0,214401.0
2020-09-08 14:00:00,Spain,Europe,495873.0,18403.0,68916.0,903917.0,683659.0
2020-12-26 20:00:00,Italy,Europe,371969.0,9045.0,169475.0,61581.0,388487.0
2021-02-02 19:00:00,Spain,Europe,249052.66267547483,12152.0,122793.0,593862.0,344290.0
2020-12-19 11:00:00,USA,North America,437166.0,7113.0,177472.0,860659.0,664066.0
2020-10-19 22:00:00,Brazil,South America,398601.0,13171.0,185285.0,156173.0,886206.0
2020-08-22 19:00:00,Russia,Europe,294827.0,3537.0,235302.0,852035.0,119655.0
2020-08-11 10:00:00,USA,North America,286045.0,8794.0,271173.0,857927.0,428494.0
2021-01-25 21:00:00,China,Asia,404168.0,13968.0,149392.0,325391.0,266839.0
2020-04-17 21:00:00,India,Asia,82104.0,19112.0,149803.0,552659.0,880665.0
2020-03-18 01:00:00,UK,Europe,231853.0,18733.0,223133.0,859795.0,814172.0
2020-12-05 22:00:00,India,Asia,249052.66267547483,6673.0,31764.0,494541.0,90630.0
2020-01-13 17:00:00,India,Asia,249052.66267547483,8219.0,107014.0,459348.0,476019.0
2020-12-08 12:00:00,India,Asia,131735.0,5585.0,118540.0,676524.0,215525.0
2020-05-21 07:00:00,UK,Europe,151083.0,13409.0,199789.3743552713,484426.0,45174.0
2020-11-23 18:00:00,France,Europe,2821.0,2959.0,15729.0,719671.0,990454.0
2020-03-04 17:00:00,Russia,Europe,277845.0,15317.0,216014.0,662570.0,816022.0
2021-01-03 07:00:00,USA,North America,126543.0,3949.0,333644.0,72666.0,689812.0
2020-11-26 03:00:00,USA,North America,371732.0,10158.0,160533.0,614184.0,258930.0
2020-01-18 09:00:00,China,Asia,79993.0,13241.0,271415.0,660157.0,328471.0
2020-06-22 21:00:00,Spain,Europe,129909.0,18360.0,255170.0,951549.0,927662.0
2020-04-02 21:00:00,Russia,Europe,125534.0,13207.0,227917.0,40126.0,510196.0
2020-02-02 13:00:00,Italy,Europe,346534.0,2963.0,158438.0,77895.0,623963.0
2020-08-06 00:00:00,France,Europe,431172.0,11819.0,242414.0,937357.0,301173.0
2020-11-04 12:00:00,Spain,Europe,48415.0,368.0,241626.0,39069.0,724776.0
2020-12-20 09:00:00,Italy,Europe,104668.0,16833.0,237131.0,564100.0,282079.0
2021-01-12 08:00:00,USA,North America,108745.0,4616.0,150621.0,609045.0,381282.0
2020-02-10 21:00:00,USA,North America,21518.0,12137.0,237560.0,100758.0,325531.0
2021-01-21 02:00:00,India,Asia,233259.0,18334.0,53504.0,840388.0,695109.0
2020-11-09 00:00:00,UK,Europe,126259.0,13766.0,199789.3743552713,885674.0,984397.0
2020-05-01 05:00:00,Italy,Europe,199888.0,10573.0,68337.0,929110.0,666556.0
2020-04-21 17:00:00,India,Asia,474790.0,15542.0,92214.0,471864.0,245358.0
2020-08-10 16:00:00,Russia,Europe,182214.0,15932.0,224237.0,349961.0,636890.0
2020-08-28 21:00:00,Brazil,South America,308206.0,16257.0,287172.0,617518.0,640547.0
2020-07-11 12:00:00,Italy,Europe,162491.0,12161.0,312282.0,270456.0,415510.0
2020-10-19 21:00:00,UK,Europe,272976.0,15858.0,150002.0,60698.0,497636.1590135177
2020-07-31 05:00:00,India,Asia,27086.0,12651.0,214031.0,712377.0,79021.0
2020-02-28 11:00:00,UK,Europe,163947.0,7715.0,201763.0,150235.0,528743.0
2020-01-26 18:00:00,UK,Europe,249052.66267547483,10145.634148859295,81164.0,644785.0,360729.0
2020-11-09 04:00:00,Brazil,South America,360823.0,504.0,229310.0,325630.0,943654.0
2021-01-24 16:00:00,Germany,Europe,417666.0,19589.0,120003.0,204010.0,411504.0
2020-12-20 16:00:00,Spain,Europe,97275.0,15902.0,56112.0,620091.0,366254.0
2020-01-11 17:00:00,Brazil,South America,45510.0,4192.0,282218.0,19369.0,319355.0
2020-02-27 00:00:00,India,Asia,384533.0,2711.0,286161.0,575063.0,746155.0
2020-04-05 14:00:00,Italy,Europe,301570.0,14391.0,199789.3743552713,708340.0,60059.0
2020-09-21 20:00:00,Italy,Europe,332643.0,17559.0,213453.0,504136.0,775521.0
2020-03-17 17:00:00,USA,North America,7904.0,8810.0,11366.0,993325.0,830612.0
2020-10-04 18:00:00,UK,Europe,91291.0,4780.0,79709.0,348163.0,713099.0
2020-11-10 08:00:00,Spain,Europe,216451.0,6790.0,369340.0,402665.0,826860.0
2020-04-09 13:00:00,USA,North America,434584.0,2681.0,62473.0,869947.0,875661.0
2020-12-10 10:00:00,Russia,Europe,162138.0,14307.0,244972.0,544032.0,521484.0
2020-01-27 08:00:00,Spain,Europe,288614.0,9432.0,253021.0,382262.0,512163.0
2020-12-24 07:00:00,UK,Europe,13149.0,13407.0,41250.0,598693.0,497636.1590135177
2020-06-16 16:00:00,India,Asia,433376.0,1545.0,292139.0,325976.0,623425.0
2020-07-10 19:00:00,India,Asia,20875.0,19494.0,335443.0,508584.0887421319,34212.0
2020-02-22 12:00:00,India,Asia,108654.0,9977.0,208098.0,451040.0,497636.1590135177
2020-12-09 11:00:00,Russia,Europe,344162.0,82.0,292657.0,508584.0887421319,955380.0
2020-12-15 10:00:00,Russia,Europe,249052.66267547483,3995.0,45252.0,178431.0,55830.0
2020-06-18 08:00:00,Spain,Europe,207382.0,10145.634148859295,255813.0,114307.0,300149.0
2020-02-09 20:00:00,Russia,Europe,495926.0,10145.634148859295,26004.0,211688.0,689274.0
2020-01-06 15:00:00,China,Asia,249052.66267547483,3759.0,298065.0,732394.0,497636.1590135177
2020-01-30 07:00:00,Germany,Europe,407409.0,9174.0,115718.0,897142.0,522853.0
2020-09-13 14:00:00,France,Europe,296196.0,2455.0,296172.0,466766.0,159700.0
2020-06-06 02:00:00,India,Asia,364929.0,10199.0,172142.0,931609.0,596175.0
